request,response
"Когда вы видели и звонили родителям? Часто ли вы встречаетесь с родителями - с мамой, папой? Ну или хотя бы звоните?","Живём с родителями в разных странах, пишем друг другу каждый день, отправляем фото. Получается, что и мы в курсе их дел и они будто живут рядом с нами, знают многое о наших буднях, видят, как подрастают внуки. Иногда общаемся по видео связи. Конечно, это не заменит живого общения. Надеемся, что будет возможность увидеться и обнять их 🤗"
"Потеряла смысл жизни, нет мотивации. Как взять ответственность в свои руки? Доброго времени суток. Беспокоит опустошённость внутри, отсутствие мотивации чем либо заниматься, работать. Головой прекрасно понимаю что нельзя сидеть на месте, нужно работать, чтобы оплачивать учёбу, развиваться, как то реализовать себя, но как только начинаю об этом думать - полнейшая пустота внутри. Летом разошлась с молодым человеком, отношения были достаточно долгие, но зависимые с моей стороны. После этого было депрессивное состояние вплоть до суицидальных мыслей, полное отсутствие аппетита, в связи с этим - сброс веса и ухудшение здоровья в целом, вытащила себя из этого путем замены одного человека на другого, но отношения не получились, я просто не смогла ничего почувствовать, сколько бы этот новый человек ко мне хорошо не относился, это и беспокоит. Хотя характер меня полностью устроил, но по сути вышло, что он долбился в закрытую дверь, которую я так и не открыла ему. Бывшего молодого человека точно знаю что не люблю. Самое страшное, что это апатичное состояние стало уже привычным для меня, и мне почему то легче находится в нем, чем в хорошем и продуктивном состоянии. Скорее всего, я просто боюсь брать ответственность за свою жизнь.","Мой друг Здравствуйте. Похоже на то, что вы слишком много от себя требуете. По фактам: было депрессивное состояние вплоть до ухудшения здоровья. Давайте сравним это с сильной затяжной болезнью. Как во время болезни, так и в первый период после нее надо себя поберечь, избегать сильных нагрузок. В случае депрессии тоже не стоит нагружать психику лишними задачами. Это не то время, чтобы мотивировать себя на сверхусилия и достигаторство. Разумнее отнестись к себе снисходительно, с заботой, расставить приоритеты и выполнять только необходимое (зарабатывать на оплату учебы), пока нет сил на большее (самореализацию), и не винить себя за то, что их нет. Вы имеете право и на дни бешеной активности, и на дни, когда просто лежите и смотрите в телефон."
"Как отпустить ребенка во взрослую жизнь Дочь 18 лет беременная, выходит замуж и уезжает далеко. А я не могу с собой справиться, кажется медленно схожу с ума, не могу спать, не ем, в комнату ее не могу зайти, как представлю что через несколько дней уезжает реву постоянно. Еще не уехала, а я уже не знаю куда себя деть. Хотя есть ещё ребенок 10 лет. Как мне с этим справиться или поможет только время?","Мы с ней договорились, что я к ней приеду зимой, а она летом. Боюсь, что не справиться с учебой и ребенком (хотя его мама сказала помогу им), она будет учиться, закончила 1 курс пед колледжа, сейчас перевелась туда. Муж меня не поддерживает (он ей не родной), говорит, что ее оттуда выгонят, она не доучиться, надо было делать аборт и т. д. Я сама училась далеко и знаю, как это трудно, успокаиваю тем что она там с мужем, что она выросла, ей нужно строить свою семью. Видно, что моя тревога передается ей, она почему то переживает за меня. Хотя сейчас можно говорить по видеосвязи и т. Д, но вот ничего с собой поделать не могу. Простите за сумбурность"
"я давно думаю над тем, что бы ей такого сказать, когда она в очередной раз решит перемыть мне косточки на паре при всех остальных студентах, но не могу придумать что-то, что не повлияет на мою репутацию и оценки. так вышло, что на первом курсе к нам перевелся парень, ну и завязалось у нас, он создал образ хорошего парня который любит учиться и хочет заниматься всем-всем-всем, но сразу было ясно, что это не так, но она это не распознала, во всех его неудачах она винит меня, а её вопрос на личной беседе к моему молодому человеку ""ты уверен, что сделал правильный выбор, ты считаешь что она та самая?"" меня тааак сильно возмутил, что я хотела начать ссориться с ней, но сдержалась. но это личное, а вот при всех она завуалированно обсуждает нашу личную жизнь, если мы опаздываем она считает правильным намекнуть на ""бурную ночь"" эта женщина максимально нетактична, но она главная на кафедре и пользуется большим уважением, жаловаться смысла нет, но вот хотелось бы ответить ей так, чтобы она не захотела больше совать свой жирный нос в чужие дела. как бы вы поступили в данной ситуации?","При таких обст-ах, придется напрягаться - тратить время/думать как дать сдачи. Что сказать, чтоб было приемлемо, чтобы в конечном счете остаться в выйгрыше. Вообще, первое с чего надо начинать: ""в чем слабое место врага?"""
"Что делать, если начальник постоянно задерживает? Работала в крупной компании, график нормированный с 10 до 7, но начальник постоянно за 10 минут до конца рабочего дня давал задание, и мне приходилось сидеть до 8-9 часов вчера в офисе. Это нормально? И когда я говорила о том, что у меня занятия, в ответ слышала ""доделаешь и поедешь"" Как бороться с таким работодателем? Или бороться бессмысленно и легче уйти?","Мой друг , если Вы хотите, чтобы всё было более менее прозрачно и понятно, то стоит многие моменты, важные для Вас, что называется обсуждать с будущим работодателем ""на берегу"". Чтобы в дальнейшем не было таких недопониманий. Должностные инструкции Вы тоже вправе требовать, т. к. там более четко описаны Ваши обязанности. А не так, что сегодня будешь делать это, завтра это, а потом мы тебе еще работу Васи скинем. Нет ничего страшного в том, чтобы Вы попросили очертить границы Вашей работы и обязанностей - это нормально."
"Как отпустить ребенка во взрослую жизнь Дочь 18 лет беременная, выходит замуж и уезжает далеко. А я не могу с собой справиться, кажется медленно схожу с ума, не могу спать, не ем, в комнату ее не могу зайти, как представлю что через несколько дней уезжает реву постоянно. Еще не уехала, а я уже не знаю куда себя деть. Хотя есть ещё ребенок 10 лет. Как мне с этим справиться или поможет только время?","Мой друг , очень сочувствуем вашему горю. Это, безусловно, сложно для мамы, когда вырастает дочь и уходит от неё во взрослую жизнь. Все через это проходят. Желаем Вам сил и терпения ❤️"
"Не чувствую поддержки, когда она есть. Что делать? Я почти не ощущаю никакой поддержки со стороны моих родных даже не смотря на то, что они ООООЧЕНЬ меня поддерживают. У меня в жизни были и есть сейчас большие проблемы, мне трудно и хочется просто исчезнуть, мне очень нужна поддержка, но когда я её получаю (например звоню матери, прошу приехать, и она бросает всё и приезжает) - я ничего не чувствую, а те чувства и эмоции, которые заставляют меня чувствовать себя плохо, те, из-за которых мне нужна поддержка, остаются внутри. Почему так происходит и что с этим делать? Как быть? Я задумываюсь о суициде из-за ""отсутствия"" поддержки, но для меня это крайность, если есть возможность этого не делать, то я бы попыталась ею воспользоваться, но из-за того, что поддержка родных до меня не доходит, мои чувства не меняются, остаются со мной, давят, гложат, пожирают, заставляют плакать и думать о самоубийстве. Я пишу это, потому что мои мысли о самоубийстве стали ярче и ""приземлённей"". Я немного занималась с психологом, но на это нужно много денег. В какой-то момент она (психолог) предположила, что, возможно, это всё от того, что я не верю, что меня и правда поддерживают, что находятся на моей стороне, возможно это и правда так, но я не знаю как это понять и что делать. Я боюсь, что скоро сломаюсь...","Мой друг как я вас понимаю. Уже 5 лет борюсь с приступами панических атак, но ничего не помогает, родные не осуждают за безработность, оказывают поддержку, но я ничего не чувствую. Будто нет никого рядом. Говорят, что я всегда могу с ними поговорить, но как я могу? Я ведь знаю, что они никак не помогут, только скажут, что я справлюсь. Но мысли о бесполезности собственного существования появляются всё чаще. Получилась так будто я жалуюсь вам, но я просто хотела сказать, что вы не одна. Я с вами."
"Как побороть стеснительность? Меня легко смутить, ввести в краску и заставить сомневаться. Я даже в больнице стесняюсь врачей! Скоро роды, а это новые события, новые люди. Сами понимаете, врач может оказаться мужчиной! Боюсь уж сейчас. Как побороть свою стеснительность? Буду благодарна за совет или ваш опыт.","Мой друг , Боюсь во время родов вам будет не до стеснительности) К моей жене практикантов из мединститута приводили - она о них только через несколько дней вспомнила 😂"
"Пройдя несколько тестов в интернете поняла, что у меня уровень А1, то есть знания в районе: вызвать такси или заказать кофе в кафешке. Все. Хочу выучить что бы был хотя бы B1, чтобы заграницей могла себя более менее комфортно ощущать, но понятия не имею как это сделать самостоятельно. На курсы идти пока не хочу, ибо удовольствие не из дешёвых, хочу попробовать самостоятельно, но вообще не представляю с чего верно начать. Скачала себе несколько популярных приложений, начинаю по ним заниматься, но такая какая то суть с ними, вообще не затягивают. Кто то может учил язык самостоятельно? #образование","Я больше двух лет общаюсь с иностранцем в сети, разговариваем каждый день. В начале почти не говорила, сейчас все намного лучше. Ездила за границу трижды в одиночку, прекрасно моего английского хватало , спокойно общалась и в отеле, и в кафешках, даже взяла индивидуальную экскурсию на английском и все было отлично."
"Гражданский муж не хочет свадьбы Здравствуйте! Мой гражданский муж не соглашается узаконивать наши отношения. Я очень хочу быть ""официальной женой"" , а он говорит что ему и так не плохо живётся. Ну как ему доказать, что свадьба и семейная жизнь (брак) это не так уж плохо?!?","Мой друг , понимаю Вас. Но семья - это взаимное желание и действия в её построении, в нормальном понимании семьи. Необходимо не строить надежд и ожиданий, а реально оценивать ситуацию. Если он не согласится на Ваши предложения (=он не хочет это) - то выбор делать Вам, что делать: ещё сидеть и тешить себя надеждами или закончить эти отношения, раз не видите логического их продолжения. Настя, запомните у Вас всегда есть выбор! У Вас всегда есть возможность найти своего человека, с которым будете получать те эмоции, чувства, которые захотите."
"Я накачиваю мышцы ради парня. Я правильно делаю? Всем привет. Меня зовут Алёна. Я живу в небольшом городке. Работаю официанткой в кафе. В феврале я познакомилась с молодым человеком. И даже влюбилась. Он на 9 лет старше. Умный, образованный, учитель английского. Но он немного странный. У него фетиш на сильных мускулистых девушек, хотя он сам худощавый. Я хотела ему понравится и пошла качаться в зал. Почти каждый день - тренировки, гречка, курица. Протеины стала пить. Он меня поддерживал как мог. Финансово, еду готовил. Но сам почти не занимался. Максимум - йогой немного. Он предпочитает развиваться умственно. Книги, языки. А я стараюсь стать физически сильнее чем он. От штанги и турника на ладонях появились мозоли, лицо от белковой пищи стало шире. Но зато мы неплохо подкачали моё тело. Руки окрепли, даже появились небольшие бицепсы, ягодицы стали более круглыми и упругими. Я даже победила его в армрестлинг. Ему нравится смотреть на мои мышцы, трогать их, целовать. Нравится смотреть, как я выполняю тяжёлые упражнения. Но ему мало. Он хочет, чтобы я накачалась ещё больше. Мне продолжать наращивать мускулы? Мне пойдёт быть мускулистой? Некоторые говорят, что я зависима от фитнеса. Как это понять? И ещё мне кажется, от такого образа жизни я немного тупею. Может это и к лучшему?)","Алена, всякий раз, когда мы отвечаем на вопрос, правильно ли я что-то делаю, в нас говорит чувство стыда. Задавая этот вопрос (правильно ли я делаю, что накачиваю мышцы ради парня), кем вы хотите быть принятой?"
"Может ли быть дружба между мужчиной и женщиной? У меня много друзей мужчин. Конечно же это раздражает мужа говорит, что дружбы между мужчиной и женщиной не бывает. Подруга вторит - мол, влюбляется кто-то по любому в такой ситуации. А мне их доводы не понятны. Возможно потому, что со школьных времён у меня была компания, там были и девушки и парни, кто-то встречался в компании, но в основном - они как начали встречаться сразу при образовании совместного времяпровождения, так и живут до сих пор вместе, либо разошлись по прошествию времени, но тогда уже компания распалась. Но было абсолютно нормально сходить с кем то из парней в кино или на озеро купаться и при этом не было никаких обсуждений из разряда - ""а вот они там куда-то вместе ходили, как-то совместно время проводили - это что-то там значит""... И до сих пор с этими друзьями поддерживаю контакт, мы встречаемся по возможности, но жизнь всех раскидала по миру Если с человеком приятно общаться и он тебе просто симпатичен - надо обязательно в него влюбиться? У меня масса знакомых мужчин, которыми я восхищаюсь, симпатизирую им, но как-то совсем не тянет в них влюбляться. Влюблялась почему-то как раз в тех, к кому абсолютно нейтрально относилась На мой взгляд с мужчинами всегда интереснее А работать в мужском коллективе вообще сказка. Так бывает все-таки дружба между мужчиной и женщиной?","Ната, у нас с вами просто разные взгляды на жизнь. Для меня умение понять, помочь и поддержать - это не дружба, это нормальные человеческие отношения. Дружба для меня - это духовная и душевная близость."
"Как избавиться от любовной зависимости? Очень нужна помощь! Родственница завязала отношения с женатым мужчиной. Еще молоденькая девчонка, в людях совсем не умеет разбираться, а мужичок оказался непорядочным, я даже бы сказала, подленьким! Тянет из двоюродной сестры денежки, а сам поет ей песни о любви. Она ему уже все запасы отдала, готова в долги и кредиты залезть, только бы у ненаглядного к ней интерес не пропал! А мужичок на ее денежки свозил семью в Турцию! Я когда об этом узнала, вообще в осадок выпала. Не могу сестру переубедить, она как муха в варенье завязла, сильная любовная зависимость налицо. Говорит, что он в постели такое вытворяет, что она готова для него на все! Люблю - и весь разговор! Как ее наставить на путь истинный?! Облапошит этот ""мачо"" дурочку, и пойдет искать другую такую же! Неужели не найдется способ открыть ей глаза?! ПОМОГИТЕ!","Бороться с зависимостью специалист может помочь только в том случае, если сам зависимый человек обращается за такой помощью. Но судя по Вашему описанию привязкой этого мужчины к Вашей сестре являются материальные средства. Найдите способ контролировать расход денежных средств и проблема с зависимостью перейдёт в другую стадию."
"Друг партнера Всем шалом. Ситуация. Вы тепло общаетесь с человеком несколько месяцев, пока еще не пара, не живете вместе, но все идет к тому, что будут отношения, чувства есть с обеих сторон. В ходе этого общения выясняется, что у вашего партнера уже несколько лет есть близкий друг противоположного пола и у них когда-то были романтические отношения. Они постоянно на связи в переписке, каждые выходные видятся и вместе гуляют. Налицо тесная эмоциональная привязанность. Ваша половинка декларирует их общение как ""просто дружбу"", называет его ""лучшим другом"", утверждает, что все что было между ними было несерьезно - и теперь они словно два друга (или две подруги). Вопрос к аудитории. Как расценивать подобную ситуацию, как вести себя и что делать? Как это может сказаться на ваших отношениях с партнером, какие могут быть подводные камни?","И самое интересное, что о существовании этих мужчин я узнал исключительно из ее же рассказов и упоминаний о них в переписке. Т. Е. Она это не скрывала. Неужели это все настолько уверенная игра в ложь, что даже ничего не скрывается, хоть и подается под соусом безобидной дружбы?"
"Откуда такая разница в поведении коллеги? Добрый день. Меня зовут Алексей. Заинтересовало поведение одной коллеги. В целом она человек ""с зубами"", умеет спорить, ругаться, что не раз показывала с отдельными личностями. Почему же со мной никогда не спорит, и вообще послушная, покорная, ведомая, такой откровенный ""второй номер"", продавливаю даже не давя, настаиваю на своём даже не проявив настойчивости, некий такой человек-пластилин, оказавшись с которым один на один можно сделать всё что угодно. Никакого сопротивления. Откуда такая разница: жёсткость и бесхребетность?","Светлана Дьяченко, объясню по-другому. Изначально я увлекаюсь психологией, люблю наблюдать за людьми, как они думают, как действуют, что ими движет, как они принимают решения и т. д. Конечно же такое контрастное поведение бросилось в глаза, а поскольку оно касается непосредственно меня, то и возник вопрос, что из этой ситуации можно извлечь? Поэтому для начала нужно понять причины такого поведения, чем оно вызвано?"
